LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TOTAL UNITS,SALE PRICE,CLIENT_ID
-0.027890584,0.264872391,0.161956674,0.980943748,0.63232152,0
-0.047330821,0.047112071,0.149991135,0.196631469,0.748356782,0
0.18440596,4.714297529,0.171529106,1.488439928,7.063990313,0
0.78207155,21.35733645,0.279218962,2.411160256,37.36577009,0
0.071314746,2.018989948,0.140418703,0.657991633,3.483473665,0
0.043027627,1.725528827,0.176315322,0.427311551,-0.020028721,0
0.109708497,2.586662843,0.130846272,0.427311551,0.234486337,0
0.101920951,2.523163269,0.145204919,0.5657196,-0.082455692,0
0.113716794,2.574195649,0.370157062,-0.08018463,6.904372207,0
0.113716794,5.765797284,0.377336385,-0.08018463,8.401896772,0
0.445975916,15.61956812,0.183494645,24.69485618,13.99295308,0
0.113716794,3.9658337,0.37255017,-0.08018463,9.163068197,0
0.043056258,2.547100281,0.145204919,0.288903502,3.284556074,0
-0.033072738,0.032683372,0.185887753,-0.034048613,0.999677158,0
0.406236522,13.19727546,0.183494645,22.11123926,15.75765733,0
0.248882267,9.960592454,0.164349782,14.77561265,11.99659041,0
1.125983362,32.91332807,0.312722472,-0.08018463,43.13438024,0
0.691884886,18.72695802,0.288791393,0.934807731,0.120970699,0
1.437198929,53.64667045,0.322294904,-0.08018463,68.86105541,0
0.493875055,17.42195865,0.142811811,2.272752207,3.486982373,0
0.038589871,0.59673247,0.228963696,0.104359436,0.731780316,0
0.097340041,4.659707843,0.370157062,-0.08018463,6.540651391,0
0.076582793,4.205037593,0.386908817,14.54493257,13.3859229,0
0.087691499,3.853063775,0.118880732,-0.034048613,6.10587058,0
0.063326785,2.370165866,0.114094516,0.012087403,3.29118666,0
0.033379086,0.901264459,0.114094516,0.611855616,-0.064562789,0
0.033379086,0.901264459,0.114094516,0.611855616,-0.058830979,0
-0.058468158,0.051434032,0.138025595,0.104359436,0.342233366,0
0.18443459,3.431938589,0.138025595,0.5657196,8.257495862,0
-0.028176891,0.629712353,0.142811811,0.288903502,1.66006241,0
0.232448252,7.128577937,0.145204919,1.488439928,-0.020159277,0
-0.020704282,0.207024612,0.145204919,-0.08018463,1.858980001,0
-0.037424603,0.028627379,0.233749911,0.012087403,0.79808618,0
-0.070063586,0.006951084,0.149991135,0.05822342,0.211279285,0
-0.032471494,0.104693884,0.161956674,0.012087403,0.254378097,0
-0.058038698,-0.016321011,0.138025595,-0.034048613,0.148288714,0
-0.048218372,0.010275669,0.116487624,-0.034048613,0.390305117,0
-0.051968992,-0.034938687,0.138025595,-0.034048613,0.367098065,0
-0.014949514,0.097246814,0.173922214,0.012087403,0.79808618,0
-0.01563665,0.140599403,0.114094516,0.150495452,1.434230804,0
-0.055719612,0.176770888,0.353405306,0.427311551,-0.097042319,0
-0.022937475,0.170154964,0.138025595,0.335039518,-0.097042319,0
-0.03773954,0.111742004,0.161956674,0.104359436,0.479818034,0
-0.027632908,0.20127308,0.161956674,0.796399682,0.771563835,0
0.00769736,0.465378115,0.161956674,1.303895862,1.162768431,0
-0.041776467,0.406566206,0.126060056,0.5657196,0.685366212,0
-0.032471494,0.107619519,0.161956674,0.05822342,0.41351217,0
-0.02479847,0.114401673,0.138025595,-0.034048613,0.897544976,0
-0.006245785,1.112209379,0.147598027,0.150495452,3.377425459,0
-0.059670647,0.074340423,0.114094516,-0.034048613,0.56601559,0
-0.041003439,-0.000495986,0.111701408,-0.08018463,0.731780316,0
-0.033845767,0.012935337,0.111701408,-0.08018463,0.831239112,0
-0.037109665,0.114002722,0.114094516,-0.08018463,1.272173106,0
-0.041747837,0.087472534,0.114094516,-0.08018463,1.295380159,0
-0.038627092,0.030489146,0.111701408,-0.034048613,0.685366212,0
-0.041175223,-0.012331509,0.116487624,-0.08018463,0.532862725,0
-0.053085589,0.011007078,0.116487624,0.012087403,0.251062803,0
-0.041547422,0.009743736,0.111701408,0.012087403,0.599168589,0
-0.03229971,0.024937089,0.116487624,0.012087403,0.578116477,0
0.008499019,0.410721937,0.066232358,1.811392043,1.369112279,0
-0.026745357,0.248515433,0.114094516,0.888671715,-0.097042319,0
0.197833752,1.929625102,0.114094516,4.810233108,4.690240387,0
-0.053515049,0.016259922,0.114094516,0.104359436,0.582592123,0
-0.02811963,0.168126967,0.114094516,0.750263666,0.466556861,0
0.1006612,0.90718222,0.161956674,1.534575944,1.56066992,0
0.021096521,0.785036966,0.142811811,1.534575944,2.406003378,0
-0.037052404,0.048840856,0.114094516,0.104359436,0.510782872,0
0.135733792,3.671308711,0.114094516,0.5657196,7.130296177,0
0.625948414,4.91939118,0.185887753,0.150495452,10.04775419,0
-0.033330415,0.32112437,0.138025595,0.196631469,0.153659489,0
-0.045298042,0.047610759,0.116487624,-0.034048613,0.519601552,0
0.123336704,1.687462328,0.114094516,-0.08018463,2.041321127,0
-0.051367747,-0.038928189,0.116487624,-0.08018463,0.420142756,0
-0.08732789,-0.080419011,0.116487624,-0.08018463,-0.005872419,0
-0.08732789,-0.080419011,0.116487624,-0.08018463,-0.005872419,0
-0.071838689,-0.041022678,0.138025595,-0.034048613,0.172490355,0
-0.047817542,0.016692118,0.138025595,-0.08018463,1.162768431,0
-0.057523345,-0.017650845,0.111701408,-0.034048613,0.641567873,0
-0.076648644,-0.057080424,0.114094516,-0.034048613,0.270954563,0
-0.048218372,-0.003022671,0.114094516,0.012087403,0.353836892,0
-0.059155294,0.020914341,0.161956674,0.012087403,0.549439191,0
-0.06396525,-0.029619351,0.138025595,0.012087403,0.27228068,0
-0.052341191,0.032151439,0.161956674,-0.034048613,0.539493311,0
-0.024426271,0.111509284,0.111701408,-0.034048613,0.831239112,0
-0.071323336,-0.029486368,0.111701408,-0.034048613,0.16486518,0
-0.043780615,0.000966831,0.126060056,-0.034048613,0.897544976,0
-0.071122921,-0.041122416,0.116487624,0.012087403,0.493079206,0
-0.074272297,-0.046907193,0.111701408,-0.034048613,0.367098065,0
-0.050451565,0.004291416,0.111701408,-0.034048613,0.393620411,0
-0.043923769,0.006286167,0.111701408,0.012087403,0.65221328,0
-0.012544536,0.072445409,0.138025595,0.012087403,1.719737687,0
-0.036164853,-0.001559854,0.114094516,0.104359436,-0.076289246,0
-0.029751579,-0.039094419,0.149991135,0.05822342,0.333945133,0
0.015685321,0.439812056,0.114094516,1.027079764,1.096462567,0
-0.038483938,0.043654503,0.138025595,0.335039518,0.400250997,0
-0.04607107,0.118823371,0.114094516,0.381175534,0.318031726,0
0.0043762,0.324814659,0.138025595,1.442303912,0.94395908,0
-0.048218372,0.111509284,0.114094516,0.335039518,-0.097042319,0
0.039820991,0.548625724,0.126060056,1.580711961,1.295380159,0
-0.043780615,0.015595005,0.138025595,0.196631469,0.499709793,0
0.037673689,0.542475242,0.126060056,0.980943748,1.096462567,0
0.059662057,0.635497131,0.138025595,1.534575944,1.229074295,0
-0.033903028,0.198779641,0.185887753,0.381175534,0.748356782,0
0.044831361,0.732840981,0.138025595,1.534575944,1.958438797,0
-0.054660276,0.085909979,0.138025595,0.335039518,-0.097042319,0
-0.00020471,1.470699384,0.183494645,3.3800166,0.736853709,0
0.012249639,0.473922298,0.209818832,1.119351797,1.560006861,0
-0.041203854,0.080258184,0.114094516,0.150495452,0.831239112,0
0.474835648,5.012047365,0.140418703,0.381175534,13.55943215,0
-0.021248265,0.060809362,0.274432746,-0.08018463,0.579276829,0
0.01811893,0.032550389,0.161956674,-0.034048613,0.353836892,0
-0.038483938,0.021712242,0.066232358,0.012087403,0.35759975,0
0.045117668,0.877560168,0.161956674,-0.08018463,1.836648187,0
-0.05397314,-0.017783829,0.138025595,-0.08018463,0.055460505,1
-0.05065198,-0.012331509,0.138025595,-0.08018463,0.003078873,1
-0.049678537,0.001631748,0.138025595,-0.08018463,0.105189903,1
-0.049678537,-0.001160903,0.116487624,-0.08018463,0.008767253,1
-0.055719612,0.012636125,0.111701408,-0.08018463,0.048829919,1
-0.057351561,0.000667618,0.111701408,-0.08018463,0.042199332,1
-0.0410607,-0.006646469,0.111701408,-0.08018463,0.115135783,1
-0.043923769,0.018321165,0.111701408,-0.08018463,0.137348247,1
-0.0410607,-0.007012173,0.111701408,-0.08018463,-0.030737118,1
-0.034761949,0.052098949,0.111701408,-0.034048613,-0.005129793,1
-0.026802618,-0.018980679,0.135632487,-0.034048613,0.151604008,1
-0.050050736,-0.005150405,0.114094516,-0.034048613,0.065406385,1
-0.063077698,-0.011001675,0.111701408,-0.034048613,0.005731107,1
-0.052083515,-0.00807604,0.348619091,-0.034048613,0.088613437,1
-0.046300116,0.047644005,0.114094516,-0.034048613,0.135027542,1
-0.030266931,0.014331663,0.138025595,0.012087403,0.144973421,1
-0.046815468,0.000966831,0.111701408,-0.034048613,0.013687811,1
-0.046815468,0.000966831,0.111701408,-0.034048613,-0.0101823,1
-0.05065198,-0.003687588,0.147598027,-0.034048613,0.047172272,1
-0.048247003,-0.031447873,0.138025595,-0.034048613,-0.040682998,1
-0.052541606,-0.012331509,0.111701408,-0.034048613,0.035568746,1
-0.052083515,0.008945835,0.111701408,-0.034048613,-0.06389005,1
-0.052570236,-0.04092294,0.111701408,-0.034048613,0.066069443,1
-0.049678537,0.014265171,0.138025595,-0.034048613,0.098559317,1
-0.056177703,-0.005682339,0.116487624,-0.034048613,0.005731107,1
-0.055404674,-0.018980679,0.111701408,-0.034048613,0.010704047,1
-0.076677275,0.024903843,0.116487624,-0.034048613,0.131712248,1
-0.059871061,-0.005682339,0.111701408,-0.034048613,0.035568746,1
-0.011485201,0.150573158,0.138025595,-0.034048613,0.188072233,1
-0.052083515,-0.00807604,0.135632487,0.012087403,0.017666163,1
-0.041117962,-0.017185403,0.138025595,0.012087403,0.080988263,1
-0.044696797,-0.01745137,0.135632487,0.012087403,0.069053207,1
-0.049678537,-0.023901065,0.114094516,0.012087403,0.034242629,1
-0.046300116,0.000966831,0.138025595,0.012087403,0.118451076,1
-0.049678537,-0.03074971,0.138025595,0.012087403,0.061428033,1
-0.049678537,-0.032412003,0.138025595,0.012087403,-0.09306463,1
-0.02688851,-0.007843319,0.353405306,0.012087403,0.048829919,1
-0.05065198,-0.007943057,0.138025595,0.012087403,0.080325204,1
-0.049678537,-0.005682339,0.138025595,0.012087403,0.030595806,1
-0.049678537,-0.005682339,0.138025595,0.012087403,0.015676987,1
-0.046099701,-0.008342007,0.353405306,0.012087403,0.030264277,1
0.092558716,0.667213672,0.161956674,1.303895862,0.80803206,1
-0.050165259,-0.028954434,0.135632487,0.05822342,-0.009519242,1
-0.050165259,-0.028954434,0.135632487,0.05822342,-0.085107926,1
0.082051254,0.476382491,0.135632487,1.257759846,0.329855189,1
-0.046815468,0.034312419,0.135632487,0.104359436,-0.041180291,1
-0.062562346,-0.05029827,0.138025595,0.05822342,-0.002137675,1
-0.061932471,0.053063079,0.138025595,0.05822342,0.043856979,1
-0.040545348,-0.019180154,0.114094516,0.05822342,-0.024106532,1
-0.023051998,0.163871498,0.114094516,0.611855616,0.194702819,1
-0.040545348,-0.019180154,0.138025595,0.150495452,0.045514625,1
-0.044696797,-0.021673593,0.135632487,0.196631469,0.002415814,1
-0.056979362,0.027829478,0.185887753,0.05822342,0.080325204,1
-0.049649906,0.027563511,0.135632487,0.05822342,0.075153347,1
-0.045412565,-0.032777707,0.114094516,0.05822342,0.118451076,1
-0.026802618,0.121649268,0.114094516,0.05822342,0.065406385,1
-0.063077698,0.01891959,0.138025595,0.05822342,0.046509213,1
0.010388644,0.380169,0.176315322,0.980943748,0.196893101,1
-0.026086851,0.164702644,0.114094516,0.335039518,0.10187461,1
-0.036680205,-0.004884439,0.114094516,0.242767485,0.002813649,1
-0.057866913,0.005953709,0.114094516,0.288903502,0.035568746,1
-0.049191815,-0.011899313,0.090163437,0.242767485,-0.010845359,1
-0.049191815,-0.033941312,0.138025595,0.05822342,0.055348249,1
-0.040545348,0.003227549,0.183494645,0.05822342,0.088281908,1
0.107818872,0.590748217,0.138025595,1.119351797,0.243016587,1
-0.043437047,0.007815476,0.138025595,0.196631469,0.02893816,1
-0.055376044,0.054160192,0.138025595,0.427311551,-0.035710058,1
-0.050165259,0.016592381,0.138025595,0.05822342,0.089939554,1
-0.055404674,-0.042718216,0.138025595,0.381175534,0.102129025,1
-0.053744094,-0.040823203,0.138025595,-0.034048613,0.070379324,1
-0.026802618,0.040861851,0.138025595,0.05822342,0.152267066,1
-0.044696797,-0.028954434,0.138025595,0.242767485,0.007388754,1
-0.05065198,-0.035703342,0.138025595,0.05822342,0.0090464,1
-0.048247003,-0.031447873,0.138025595,0.381175534,-0.095716865,1
-0.041117962,-0.018149533,0.207425724,0.150495452,0.004073461,1
-0.05065198,-0.007876565,0.138025595,0.104359436,0.035568746,1
-0.055404674,-0.043915067,0.138025595,0.381175534,-0.04897123,1
-0.050165259,-0.033575607,0.138025595,0.196631469,-0.061900874,1
-0.055404674,-0.051395383,0.138025595,0.381175534,0.125081662,1
-0.055404674,-0.051395383,0.138025595,0.381175534,-0.008237881,1
-0.049678537,-0.033941312,0.138025595,0.196631469,-0.006535478,1
-0.05065198,0.023906468,0.138025595,0.05822342,0.042199332,1
-0.052541606,-0.038928189,0.138025595,0.150495452,-0.010845359,1
-0.049678537,-0.033941312,0.138025595,0.381175534,-0.083781809,1
-0.049678537,-0.033941312,0.138025595,0.381175534,-0.092898865,1
-0.046815468,-0.011899313,0.138025595,0.196631469,0.039547098,1
-0.05397314,0.007483018,0.312722472,0.05822342,0.115500465,1
-0.072554456,-0.022970181,0.116487624,0.05822342,0.042199332,1
-0.052083515,-0.019878317,0.114094516,0.288903502,-0.017940086,1
-0.049649906,-0.027757584,0.138025595,0.335039518,0.012693223,1
-0.019158225,0.250476938,0.190673969,0.335039518,0.189729879,1
-0.046357377,0.01539553,0.161956674,0.150495452,0.010704047,1
-0.026802618,0.197117348,0.161956674,0.750263666,1.427991887,1
0.015713952,0.3473221,0.161956674,0.796399682,0.393620411,1
0.016114782,0.394730683,0.138025595,1.027079764,0.347206306,1
0.122907244,0.899402691,0.161956674,1.534575944,0.619060348,1
-0.052283929,0.034578386,0.161956674,0.05822342,0.068390148,1
0.016200674,0.368200494,0.138025595,1.396167895,0.386989824,1
-0.052541606,0.012602879,0.138025595,0.104359436,0.040955103,1
-0.05022252,-0.048303519,0.138025595,0.242767485,0.022307573,1
-0.050594719,-0.025563358,0.116487624,0.335039518,-0.014556763,1
-0.050594719,-0.035537113,0.116487624,0.242767485,0.0090464,1
1.854290777,8.758189784,0.255287883,13.06858004,1.096462567,1
1.950919345,8.758189784,0.255287883,13.06858004,1.096462567,1
1.772407012,8.758189784,0.252894775,13.06858004,1.096462567,1
2.096220082,8.758189784,0.252894775,13.06858004,1.096462567,1
1.803471307,8.758189784,0.255287883,13.06858004,1.096462567,1
2.318823673,8.758189784,0.25768099,13.06858004,1.096462567,1
1.814923582,6.042336268,0.255287883,11.68449955,0.235812455,1
5.313593529,18.36444526,0.255287883,35.444548,0.235812455,1
5.313593529,18.36444526,0.255287883,35.444548,0.235812455,1
5.313593529,18.36444526,0.255287883,35.444548,0.235812455,1
1.753367605,6.042336268,0.255287883,11.73063557,0.235812455,1
0.18775575,1.408762365,0.176315322,1.903664076,1.427991887,1
1.768742284,11.06299161,0.176315322,14.40652452,4.378602827,1
0.044831361,0.567476121,0.161956674,1.257759846,0.566015657,1
0.185350772,1.308326651,0.161956674,1.765256026,1.030156703,1
-0.05022252,0.040994835,0.135632487,0.05822342,0.138342835,1
-0.025428345,0.06307008,0.114094516,0.05822342,0.16022377,1
0.073318894,1.077135007,0.114094516,0.242767485,1.693215342,1
-0.037481864,0.23451893,0.138025595,0.012087403,0.353836892,1
0.387998775,1.809541091,0.209818832,0.335039518,0.927631262,1
-0.058410896,-0.008342007,0.114094516,0.05822342,0.040873215,1
0.046148372,0.09887586,0.286398285,-0.034048613,1.083201395,1
0.18775575,0.213474307,0.185887753,0.104359436,0.433403929,1
0.298928708,-0.108013066,0.286398285,-0.08018463,0.350521599,1
0.442339819,-0.040789957,0.260074098,-0.08018463,0.572646243,1
0.077928435,0.251008872,0.149991135,-0.08018463,0.354812915,1
0.077928435,0.251008872,0.149991135,-0.08018463,0.328266633,1
-0.009910513,0.214338699,0.135632487,-0.08018463,-0.052949582,1
-0.026802618,-0.048403257,0.161956674,-0.08018463,-0.030737118,1
-0.045183519,-0.031614102,0.090163437,-0.08018463,0.025954396,1
0.072689019,0.699994081,0.114094516,-0.126320646,-0.075162047,1
-0.032815062,0.006385905,0.138025595,-0.08018463,0.064080267,1
-0.026086851,0.031852226,0.138025595,-0.08018463,-0.042893237,1
-0.02602959,0.180161965,0.116487624,-0.08018463,0.016127867,1
-0.026086851,0.163871498,0.233749911,-0.08018463,-0.097042915,1
-0.065053216,-0.036800455,0.090163437,-0.08018463,0.052145212,1
-0.0598138,-0.02370159,0.114094516,0.012087403,-0.009539133,1
-0.050165259,-0.018980679,0.111701408,-0.034048613,-0.06887645,1
-0.043179371,0.009743736,0.358191522,0.012087403,-0.097042319,1
-0.034990995,-0.022371756,0.343832875,0.012087403,0.068721678,1
-0.040545348,0.003626499,0.116487624,0.012087403,0.004603907,1
-0.041976882,-0.005017422,0.111701408,0.012087403,0.042199332,1
-0.026086851,0.167861,0.161956674,0.381175534,-0.09701825,1
0.196402218,1.121351988,0.138025595,2.22661619,0.156700144,1
0.037673689,0.554277519,0.161956674,1.580711961,0.706915617,1
0.040164559,0.684833973,0.161956674,1.534575944,0.849473225,1
0.040164559,0.684833973,0.161956674,1.71912001,0.897544976,1
0.037673689,0.554277519,0.161956674,1.488439928,0.665474452,1
-0.044639536,0.118158454,0.138025595,0.381175534,-0.088721596,1
0.132842092,1.150076403,0.138025595,1.626847977,0.150293273,1
-0.026086851,0.179663277,0.138025595,0.335039518,0.317368667,1
0.010016445,0.379504083,0.185887753,1.350031879,0.416827463,1
0.049040072,0.577616106,0.138025595,1.257759846,0.607456822,1
0.049040072,0.57229677,0.138025595,1.257759846,0.620717994,1
0.030258341,0.466907424,0.138025595,0.980943748,0.386989824,1
0.015799844,0.399518085,0.138025595,1.257759846,0.401908644,1
0.01436831,0.401911786,0.138025595,1.257759846,0.48644862,1
0.015313122,0.520399997,0.138025595,1.257759846,0.624033287,1
-0.026086851,0.104161951,0.138025595,0.242767485,0.353836892,1
-0.040545348,0.051168065,0.114094516,0.05822342,0.253051979,1
-0.026086851,0.200441933,0.185887753,0.335039518,0.045514625,1
-0.040402194,0.151071845,0.185887753,0.796399682,0.256035743,1
-0.016695986,0.124907361,0.138025595,0.242767485,0.051876342,1
-0.049191815,0.01891959,0.138025595,0.104359436,0.072036971,1
-0.049191815,0.01675861,0.138025595,0.104359436,-0.010845359,1
-0.06731504,-0.001293887,0.114094516,0.335039518,0.055460505,1
-0.057609237,0.041161064,0.161956674,0.335039518,0.066732502,1
-0.026086851,0.209252084,0.138025595,0.796399682,0.295819261,1
-0.026086851,0.209252084,0.138025595,0.796399682,0.259351036,1
-0.047760281,-0.038529239,0.090163437,0.05822342,0.000393485,1
-0.047760281,-0.038529239,0.090163437,0.05822342,0.02893816,1
-0.026086851,0.205428811,0.138025595,0.335039518,-0.097042915,1
0.031603983,0.627119177,0.138025595,1.580711961,0.499709793,1
-0.026086851,0.08381549,0.138025595,0.335039518,0.192950355,1
-0.026086851,0.100438415,0.114094516,0.611855616,0.130054602,1
-0.026086851,0.118723633,0.114094516,0.611855616,0.131712248,1
-0.026086851,0.104427917,0.114094516,0.611855616,0.121766369,1
0.075036735,0.757010714,0.138025595,1.580711961,0.698627384,1
-0.046300116,-0.002922933,0.090163437,0.05822342,0.055460505,1
-0.046300116,-0.029054172,0.138025595,0.05822342,-0.012503005,1
0.017260009,0.451647579,0.138025595,1.303895862,0.509655672,1
0.01436831,0.430602955,0.138025595,1.303895862,0.516286259,1
0.01436831,0.450550466,0.138025595,1.257759846,0.48147568,1
0.046148372,0.580242528,0.233749911,1.765256026,0.635636814,1
0.017260009,0.446095522,0.138025595,0.519583584,-0.097042915,1
0.046148372,0.604379015,0.138025595,1.303895862,0.582592123,1
0.046148372,0.6237281,0.138025595,1.488439928,0.521259199,1
0.046148372,0.600057055,0.138025595,1.488439928,0.494736853,1
-0.019043702,0.365008893,0.138025595,0.427311551,0.555353674,1
0.008813957,0.388148004,0.114094516,0.704127649,0.295819261,1
-0.026086851,0.212909127,0.161956674,0.750263666,0.246089864,1
-0.026086851,0.236480435,0.114094516,0.704127649,0.201333405,1
0.010045076,0.390940656,0.161956674,1.21162383,0.488106267,1
0.028798176,0.520366751,0.138025595,1.534575944,0.622375641,1
-0.026745357,0.20792225,0.138025595,0.473447567,0.237801631,1
0.046148372,0.25975253,0.138025595,0.611855616,0.269296916,1
0.046148372,0.317633556,0.114094516,0.335039518,-0.043998291,1
0.046148372,0.317633556,0.114094516,0.335039518,-0.097042319,1
0.046148372,0.317633556,0.114094516,0.335039518,-0.028747942,1
-0.026086851,0.151404304,0.138025595,0.335039518,0.121766369,1
-0.026086851,0.320126995,0.138025595,0.704127649,0.947274374,1
-0.003468608,0.305831279,0.138025595,0.796399682,0.290846322,1
